-14.3273,10.7756
15.3766,-10.941
-19.2095,6.9696
-6.2926,7.0008
-10.4678,2.8542
19.3826,-7.5804
13.8639,-8.1188
11.7805,-2.7347
16.0111,-12.7891
11.2042,-2.6004
13.4604,-5.5721
-7.1563,6.175
9.7098,-1.5782
6.5798,-6.6955
-8.4327,4.3054
-6.5051,5.786
16.3455,-10.7705
-18.71,7.2372
7.8543,-5.7918
-11.6492,1.2047
12.966,-4.2415
-11.2707,0.91874
-16.0143,13.3407
4.7802,-1.9502
-15.8474,12.059
11.9625,-1.329
16.117,-11.5081
-7.4995,7.9874
-8.7364,5.2281
-19.7287,5.1947
-0.16513,0.78322
19.5393,-6.1423
9.5176,-1.851
-7.5712,6.7641
4.0163,-1.5519
11.2672,-0.97806
-15.5387,11.2077
3.1732,0.50289
14.8148,-9.5393
7.591,-6.5414
-10.2812,3.2319
-6.2911,6.7197
1.8176,3.8175
-17.2971,11.2906
-3.5821,-0.97822
-10.4995,2.9314
-0.44106,-1.6004
12.2427,-4.0615
-4.8861,3.4171
0.71913,0.8344
-16.2161,10.433
16.3638,-11.4378
-11.6948,2.5275
-4.7174,3.457
6.4112,-6.589
10.3349,-0.90789
-13.0772,4.1455
0.69519,2.0401
19.8135,-5.8458
8.3044,-5.4201
-16.7773,12.4508
-18.2677,7.5902
-0.35378,-2.0377
-2.1361,-3.4537
-0.52806,-0.35395
-13.3644,6.3987
-5.5737,5.3625
15.2289,-12.3401
9.7741,-3.4402
-3.3292,-0.70987
16.2942,-10.9093
-16.2277,12.4399
-12.7469,4.668
17.8635,-7.7661
-15.966,11.8069
-4.4785,2.1936
-8.431,5.0581
-17.0765,11.2826
-12.2157,2.7749
-3.3006,-1.8768
-8.2829,6.3083
8.0855,-5.5448
-10.4115,3.1763
18.3793,-7.2289
-7.7815,7.1449
-13.8034,7.6975
2.2203,1.8981
11.6217,-2.794
-2.2451,-2.3044
19.8327,-4.7401
-2.5365,-2.2607
-7.8224,7.9207
-10.1396,1.3487
18.433,-7.3699
-11.0848,1.0313
-4.1756,-0.13737
-11.019,2.465
-9.199,3.785
-3.2623,-2.5713
19.9094,-4.7904
16.4412,-12.0176
2.0171,3.1926
3.8534,-0.95196
-16.8342,11.6764
3.0654,1.4423
15.9269,-11.9702
-1.4676,-2.9711
-4.0641,0.38725
-15.8216,11.2334
6.0895,-5.8808
19.668,-6.8467
7.1229,-6.0932
-2.8609,-0.99087
6.1921,-7.4594
3.5498,-0.12433
9.8022,-3.4235
5.6348,-6.4182
0.14705,-0.40741
17.5217,-10.1528
4.2137,-0.41144
5.5569,-5.1648
8.1063,-7.2162
14.438,-8.8585
-4.8135,4.6994
8.4849,-6.5956
0.94082,2.9873
-5.4604,4.4999
-2.613,-2.7984
7.5039,-7.6901
-10.926,1.3587
19.1601,-7.0799
19.0268,-7.9269
-8.4194,6.2185
-6.4627,5.8715
19.8578,-6.8957
11.5588,-1.8939
11.7969,-2.8625
5.2948,-5.0181
12.458,-3.362
-2.0763,-4.2239
13.2245,-4.839
-14.9335,11.918
0.53073,-0.00012983
8.6373,-6.1809
-10.0741,0.86439
1.276,2.7357
-4.7116,3.5739
12.0704,-1.9828
6.8344,-8.2251
19.3144,-5.0616
17.4729,-10.0976
3.0509,0.6018
-16.7926,10.3781
-3.447,-1.4027
-12.7662,5.5944
19.8252,-7.3545
0.81545,1.34
15.4113,-11.2172
5.9301,-5.4133
-1.3499,-3.8693
-16.1888,12.7018
18.7128,-8.6091
4.8045,-3.8634
-13.7599,7.0508
-4.0653,2.049
15.3002,-11.1866
1.5606,2.777
1.747,3.5636
-2.3019,-3.9552
-12.6502,5.2675
-10.0308,2.4076
-8.5955,3.936
1.1804,1.3871
2.3935,2.1015
-3.3942,-2.394
16.2272,-11.3315
-7.7943,5.4918
5.9908,-6.4691
-8.4487,5.6122
-9.7899,2.1037
-5.6727,6.045
12.2367,-3.6974
1.5571,3.969
3.6025,-0.89055
-10.7543,1.7724
-15.9221,11.5406
5.7858,-6.4151
19.2055,-7.8957
-15.9311,12.4524
-12.4854,3.868
-19.6246,6.8872
13.5321,-6.1235
-0.74631,-2.3477
-1.2588,-3.3151
16.342,-12.1641
-3.3141,-0.64419
1.7655,1.8234
7.9604,-6.7909
-16.838,9.8481
0.37663,-0.37293
-0.52407,-0.57113
14.2352,-8.3072
4.5762,-1.3616
-15.3034,12.6712
4.2749,-1.1726
-13.4328,5.5751
-4.039,-0.46956
1.2943,3.2949
