-8.1375,7.5072
-3.6195,-1.9406
7.7392,5.3503
3.1486,-1.2366
3.6903,-3.3319
-0.52103,-4.5592
-7.1751,4.7479
9.0185,12.0505
7.6525,5.013
-1.2512,-6.2463
6.6991,5.5131
-3.4971,-4.038
-2.6472,-4.2018
5.8968,2.0487
-8.0138,6.9322
9.0356,11.483
-9.9705,15.8934
-4.0921,-1.5722
-9.0309,12.8665
-1.1452,-6.0081
5.7969,1.4212
8.2704,7.889
0.66509,-4.5584
6.0815,0.72831
1.2532,-6.2566
5.0175,-0.6025
-9.8154,12.8226
-0.4643,-6.1447
-4.9934,-0.47698
-3.8416,-3.7052
9.339,13.1966
-5.8239,2.2924
0.40953,-6.1398
-5.4891,-0.55026
1.344,-4.9748
9.9633,14.7204
-7.3627,4.7715
9.0935,12.8688
-7.5224,6.67
-6.2752,1.1586
2.9301,-1.845
-7.4366,5.8913
-8.3736,7.4323
3.1845,-4.3892
-9.452,14.6625
9.7036,15.1507
0.78662,-4.4615
-2.5233,-5.4296
4.1347,-2.2198
8.9482,10.8837
-2.3545,-5.3348
3.8582,-1.7673
2.0414,-4.7934
5.5052,0.88312
1.8367,-4.0451
-2.4764,-5.304
7.013,3.2428
-5.4853,0.30114
5.9392,2.1329
9.9376,14.974
-4.3738,-2.1044
4.2076,0.026605
3.2928,-1.6588
-1.7033,-4.6194
-0.034602,-3.2643
8.9825,11.4187
9.0636,10.4738
4.6585,0.45839
-2.3064,-4.1115
-9.1983,11.0218
1.6587,-2.8102
1.2943,-5.9514
-2.8963,-3.277
7.604,8.2631
2.4906,-3.2254
2.4803,-3.3568
-4.0852,-1.7715
-8.5064,9.7518
-4.1259,-0.1147
-5.3052,0.18343
-3.0821,-4.0766
6.9698,4.4403
-6.7927,3.4131
-6.8427,4.165
0.17319,-4.5349
2.066,-4.0216
-6.7721,3.7598
2.7091,-2.1877
6.8788,3.7449
5.6454,1.0142
-4.7087,-0.50188
-3.706,-3.8305
-6.3361,2.0621
-1.0505,-6.1527
-3.4664,-4.0412
-4.4037,0.28346
8.6353,8.2338
-2.0062,-2.9745
-2.4115,-3.8107
1.8569,-5.701
-8.6299,9.8605
-5.8952,2.3088
4.4724,-2.4748
1.503,-2.8266
-5.9953,2.7397
6.8696,4.2984
-1.5254,-3.2251
0.89502,-5.6936
0.55935,-3.7712
-6.2978,2.3169
-8.3662,10.5874
-0.71813,-5.8181
-9.3889,14.2759
-1.3003,-4.6229
1.1573,-4.4996
2.7756,-1.6818
-9.3157,13.3318
4.198,-2.1457
-6.6135,2.1561
1.8676,-5.9437
2.1613,-2.9392
5.4472,0.61784
-8.8745,10.3344
7.0945,5.1496
-2.3143,-2.5171
-2.0076,-4.5326
-3.4917,-2.1859
1.1078,-6.2133
-4.0916,-2.2422
-2.6776,-4.8447
-3.019,-4.0955
2.6045,-4.079
3.2888,-3.6636
9.8419,13.3489
8.8872,11.278
-2.993,-2.1294
-6.14,1.4907
8.3915,10.5101
-4.2262,-0.54336
1.0172,-4.6621
8.3865,10.7585
-8.199,8.6784
-4.8461,-1.3194
-1.459,-3.2863
1.5545,-3.2135
7.9904,7.0973
-5.6355,0.72889
9.3406,13.6736
-1.3204,-4.6782
5.6964,-0.12325
0.50468,-3.9482
-3.3745,-2.9866
-1.3681,-5.4178
4.358,-1.8009
8.3242,8.3796
7.8006,8.231
-7.3059,4.0145
-7.6017,7.3733
7.869,8.726
3.0617,-3.8963
-9.1944,12.4722
0.094319,-5.9634
7.8891,7.8865
-2.2854,-5.4849
-4.159,0.13971
-5.3193,1.0548
-5.981,1.7359
-2.3939,-5.5438
1.8958,-2.994
